id,traj_id,time,entity_id,holidays,from,to,speed_src,speed_dst,holidays_dst,timd,eta,formatted_eta
13976,632,2013-10-08T23:15:00Z,4396,0,"[116.462082, 39.893425]","[116.472183, 39.888607]",36.3275,30.1075,0.0,0 days 00:07:29.404163,2013-10-08 23:22:29.404163+00:00,2013-10-08 23:22:29
14023,634,2013-10-08T06:30:00Z,4397,0,"[116.505051, 40.02438]","[116.466667, 39.971832]",25.19,65.51,0.0,0 days 00:17:04.477730,2013-10-08 06:47:04.477730+00:00,2013-10-08 06:47:04
14296,645,2013-10-08T14:30:00Z,4397,0,"[116.439125, 39.97628]","[116.467712, 39.958744]",42.6775,14.5875,0.0,0 days 00:27:08.655853,2013-10-08 14:57:08.655853+00:00,2013-10-08 14:57:08
14379,650,2013-10-08T08:45:00Z,4398,0,"[116.426636, 39.858055]","[116.457184, 39.864765]",51.88,10.4125,0.0,0 days 00:06:10.410004,2013-10-08 08:51:10.410004+00:00,2013-10-08 08:51:10
14638,661,2013-10-08T07:45:00Z,4399,0,"[116.230911, 39.903801]","[116.320686, 39.896297]",44.5375,13.075,0.0,0 days 00:21:05.305252,2013-10-08 08:06:05.305252+00:00,2013-10-08 08:06:05
14688,663,2013-10-08T08:45:00Z,4399,0,"[116.252792, 39.914825]","[116.255219, 39.90387]",31.195,13.8175,0.0,0 days 00:03:17.343521,2013-10-08 08:48:17.343521+00:00,2013-10-08 08:48:17
14739,666,2013-10-08T11:45:00Z,4399,0,"[116.311531, 39.924252]","[116.295311, 39.913013]",45.145,20.8425,0.0,0 days 00:03:26.886020,2013-10-08 11:48:26.886020+00:00,2013-10-08 11:48:26
14750,667,2013-10-08T13:00:00Z,4399,0,"[116.306953, 39.923771]","[116.321709, 39.908798]",37.595,28.98,0.0,0 days 00:04:00.778198,2013-10-08 13:04:00.778198+00:00,2013-10-08 13:04:00
14791,670,2013-10-08T14:15:00Z,4399,0,"[116.291428, 39.866158]","[116.282303, 39.9002]",47.845,12.915,0.0,0 days 00:03:14.743867,2013-10-08 14:18:14.743867+00:00,2013-10-08 14:18:14
14804,671,2013-10-08T14:30:00Z,4399,0,"[116.267487, 39.907539]","[116.198914, 39.924854]",31.2675,33.3425,0.0,0 days 00:04:34.893208,2013-10-08 14:34:34.893208+00:00,2013-10-08 14:34:34
15007,680,2013-10-08T14:30:00Z,4400,0,"[116.534676, 39.809269]","[116.512383, 39.795067]",28.2775,20.855,0.0,0 days 00:00:00,2013-10-08 14:30:00+00:00,2013-10-08 14:30:00
15133,685,2013-10-08T21:45:00Z,4400,0,"[116.385529, 39.870785]","[116.456978, 39.955837]",55.3025,51.4925,0.0,0 days 00:18:21.991081,2013-10-08 22:03:21.991081+00:00,2013-10-08 22:03:21
15265,687,2013-10-08T00:00:00Z,4417,0,"[116.341919, 39.897877]","[116.303917, 39.896763]",60.435,63.2725,0.0,0 days 00:03:12.218313,2013-10-08 00:03:12.218313+00:00,2013-10-08 00:03:12
15306,689,2013-10-08T13:45:00Z,4417,0,"[116.453583, 39.908405]","[116.467804, 39.927097]",37.66,18.47,0.0,0 days 00:16:15.015793,2013-10-08 14:01:15.015793+00:00,2013-10-08 14:01:15
15318,690,2013-10-08T14:15:00Z,4417,0,"[116.46032, 39.928658]","[116.353737, 39.883308]",14.2625,23.9875,0.0,0 days 00:24:48.415604,2013-10-08 14:39:48.415604+00:00,2013-10-08 14:39:48
15485,698,2013-10-08T18:30:00Z,4417,0,"[116.399879, 39.854443]","[116.412651, 39.857334]",20.1975,24.3,0.0,0 days 00:03:20.968809,2013-10-08 18:33:20.968809+00:00,2013-10-08 18:33:20
15498,699,2013-10-08T19:30:00Z,4417,0,"[116.406647, 39.865154]","[116.365913, 39.854954]",17.874999999999996,44.5025,0.0,0 days 00:06:46.366110,2013-10-08 19:36:46.366110+00:00,2013-10-08 19:36:46
16101,717,2013-10-08T18:00:00Z,4423,0,"[116.387741, 39.994423]","[116.39444, 40.004971]",37.97,37.6375,0.0,0 days 00:10:14.567185,2013-10-08 18:10:14.567185+00:00,2013-10-08 18:10:14
16118,719,2013-10-08T18:30:00Z,4423,0,"[116.352631, 39.996826]","[116.374939, 39.948551]",23.5875,54.087500000000006,0.0,0 days 00:21:56.357117,2013-10-08 18:51:56.357117+00:00,2013-10-08 18:51:56
16207,721,2013-10-08T22:45:00Z,4423,0,"[116.290215, 39.822563]","[116.356895, 39.792946]",47.83,33.667500000000004,0.0,0 days 00:08:43.840599,2013-10-08 22:53:43.840599+00:00,2013-10-08 22:53:43
16499,726,2013-10-08T12:45:00Z,4424,0,"[116.20739, 39.892452]","[116.283409, 39.907829]",47.98,22.8625,0.0,0 days 00:11:11.786384,2013-10-08 12:56:11.786384+00:00,2013-10-08 12:56:11
16533,728,2013-10-08T13:45:00Z,4424,0,"[116.356537, 39.908962]","[116.246971, 39.973125]",36.5975,40.375,0.0,0 days 00:27:56.026154,2013-10-08 14:12:56.026154+00:00,2013-10-08 14:12:56
17437,767,2013-10-08T09:30:00Z,4427,0,"[116.314583, 39.947655]","[116.349457, 39.934608]",17.83,27.645,0.0,0 days 00:04:15.954380,2013-10-08 09:34:15.954380+00:00,2013-10-08 09:34:15
17453,768,2013-10-08T09:45:00Z,4427,0,"[116.344246, 39.935589]","[116.356201, 39.941429]",49.995000000000005,42.245,0.0,0 days 00:01:28.367844,2013-10-08 09:46:28.367844+00:00,2013-10-08 09:46:28
17459,769,2013-10-08T09:45:00Z,4427,0,"[116.356346, 39.942879]","[116.348152, 39.993179]",37.705,30.2825,0.0,0 days 00:07:35.173388,2013-10-08 09:52:35.173388+00:00,2013-10-08 09:52:35
17555,771,2013-10-08T11:15:00Z,4427,0,"[116.329018, 39.905426]","[116.463051, 40.001347]",31.1575,23.795,0.0,0 days 00:28:37.626686,2013-10-08 11:43:37.626686+00:00,2013-10-08 11:43:37
17873,778,2013-10-08T16:00:00Z,4427,0,"[116.375061, 39.987488]","[116.388893, 40.002182]",58.415,36.03,0.0,0 days 00:06:44.932852,2013-10-08 16:06:44.932852+00:00,2013-10-08 16:06:44
17899,780,2013-10-08T16:45:00Z,4427,0,"[116.324013, 39.967449]","[116.307983, 39.965275]",43.290000000000006,30.8725,0.0,0 days 00:02:51.313076,2013-10-08 16:47:51.313076+00:00,2013-10-08 16:47:51
17905,781,2013-10-08T16:45:00Z,4427,0,"[116.306732, 39.973003]","[116.316139, 39.982578]",27.195,31.6425,0.0,0 days 00:06:49.354906,2013-10-08 16:51:49.354906+00:00,2013-10-08 16:51:49
18005,784,2013-10-08T18:30:00Z,4427,0,"[116.379532, 39.955765]","[116.460464, 40.025005]",40.1225,68.9375,0.0,0 days 00:24:06.662521,2013-10-08 18:54:06.662521+00:00,2013-10-08 18:54:06
18052,785,2013-10-08T19:45:00Z,4427,0,"[116.471771, 39.994183]","[116.332695, 39.994499]",23.185,19.7,0.0,0 days 00:22:26.038513,2013-10-08 20:07:26.038513+00:00,2013-10-08 20:07:26
18387,793,2013-10-08T10:45:00Z,4904,0,"[116.302322, 39.964504]","[116.4785, 39.907528]",17.192500000000003,14.3225,0.0,0 days 00:47:04.546967,2013-10-08 11:32:04.546967+00:00,2013-10-08 11:32:04
18687,804,2013-10-08T21:30:00Z,4904,0,"[116.461708, 39.935265]","[116.493042, 39.912388]",49.087500000000006,21.375,0.0,0 days 00:11:04.424286,2013-10-08 21:41:04.424286+00:00,2013-10-08 21:41:04
18753,806,2013-10-08T22:30:00Z,4904,0,"[116.288101, 40.006935]","[116.286621, 40.014984]",41.4525,46.865,0.0,0 days 00:00:00,2013-10-08 22:30:00+00:00,2013-10-08 22:30:00
18994,814,2013-10-08T09:45:00Z,4954,0,"[116.43383, 39.897625]","[116.426384, 39.904945]",19.2925,12.0475,0.0,0 days 00:15:58.017483,2013-10-08 10:00:58.017483+00:00,2013-10-08 10:00:58
19026,816,2013-10-08T13:00:00Z,4954,0,"[116.279877, 39.872177]","[116.309143, 39.846321]",41.03,18.06,0.0,0 days 00:13:06.819077,2013-10-08 13:13:06.819077+00:00,2013-10-08 13:13:06
19160,822,2013-10-08T16:00:00Z,4954,0,"[116.366707, 39.878216]","[116.374649, 39.895058]",34.9375,20.84,0.0,0 days 00:11:56.632919,2013-10-08 16:11:56.632919+00:00,2013-10-08 16:11:56
19170,823,2013-10-08T16:00:00Z,4954,0,"[116.374519, 39.894638]","[116.427437, 39.908672]",20.84,30.025,0.0,0 days 00:20:59.881439,2013-10-08 16:20:59.881439+00:00,2013-10-08 16:20:59
19281,827,2013-10-08T19:00:00Z,4954,0,"[116.433311, 39.943123]","[116.461876, 39.922962]",27.3925,17.0775,0.0,0 days 00:10:08.786316,2013-10-08 19:10:08.786316+00:00,2013-10-08 19:10:08
19330,830,2013-10-08T20:30:00Z,4954,0,"[116.321144, 39.923534]","[116.355782, 39.913902]",31.9025,28.152500000000003,0.0,0 days 00:10:45.300980,2013-10-08 20:40:45.300980+00:00,2013-10-08 20:40:45
19912,845,2013-10-08T07:00:00Z,4955,0,"[116.252754, 39.927616]","[116.264648, 39.911293]",30.8975,43.0475,0.0,0 days 00:04:39.856939,2013-10-08 07:04:39.856939+00:00,2013-10-08 07:04:39
19923,846,2013-10-08T07:30:00Z,4955,0,"[116.212639, 39.907459]","[116.204071, 39.927696]",28.745,12.2375,0.0,0 days 00:03:38.124218,2013-10-08 07:33:38.124218+00:00,2013-10-08 07:33:38
19988,851,2013-10-08T09:30:00Z,4955,0,"[116.198906, 39.934551]","[116.256538, 39.929375]",26.1925,36.9275,0.0,0 days 00:03:43.848968,2013-10-08 09:33:43.848968+00:00,2013-10-08 09:33:43
20019,853,2013-10-08T10:45:00Z,4955,0,"[116.213699, 39.907478]","[116.198395, 39.924892]",16.29,34.5475,0.0,0 days 00:07:46.852426,2013-10-08 10:52:46.852426+00:00,2013-10-08 10:52:46
20029,854,2013-10-08T11:15:00Z,4955,0,"[116.198853, 39.913742]","[116.234375, 39.903896]",16.375,21.6125,0.0,0 days 00:03:50.624757,2013-10-08 11:18:50.624757+00:00,2013-10-08 11:18:50
20044,855,2013-10-08T12:00:00Z,4955,0,"[116.21154, 39.909866]","[116.275497, 39.951473]",54.51,61.7075,0.0,0 days 00:07:45.917759,2013-10-08 12:07:45.917759+00:00,2013-10-08 12:07:45
20114,857,2013-10-08T14:45:00Z,4955,0,"[116.292801, 39.974091]","[116.292191, 39.95961]",21.87,24.795,0.0,0 days 00:06:51.375446,2013-10-08 14:51:51.375446+00:00,2013-10-08 14:51:51
20183,859,2013-10-08T15:45:00Z,4955,0,"[116.260704, 39.946632]","[116.278343, 39.932343]",39.6,20.8175,0.0,0 days 00:03:58.938618,2013-10-08 15:48:58.938618+00:00,2013-10-08 15:48:58
20196,860,2013-10-08T22:00:00Z,4955,0,"[116.225754, 39.907349]","[116.229874, 39.8965]",28.8375,26.8,0.0,0 days 00:02:36.280560,2013-10-08 22:02:36.280560+00:00,2013-10-08 22:02:36
20209,861,2013-10-08T22:15:00Z,4955,0,"[116.244881, 39.903774]","[116.305649, 39.896988]",38.62,56.4575,0.0,0 days 00:06:56.340437,2013-10-08 22:21:56.340437+00:00,2013-10-08 22:21:56
20456,869,2013-10-08T12:45:00Z,4956,0,"[116.354904, 39.963943]","[116.441833, 40.02425]",58.2925,44.155,0.0,0 days 00:21:21.033097,2013-10-08 13:06:21.033097+00:00,2013-10-08 13:06:21
20493,870,2013-10-08T13:15:00Z,4956,0,"[116.417557, 40.023254]","[116.334885, 39.967663]",49.8625,56.015,0.0,0 days 00:17:28.617096,2013-10-08 13:32:28.617096+00:00,2013-10-08 13:32:28
20764,876,2013-10-08T20:15:00Z,4956,0,"[116.450233, 39.933197]","[116.440071, 39.921001]",17.6475,28.69,0.0,0 days 00:20:13.717575,2013-10-08 20:35:13.717575+00:00,2013-10-08 20:35:13
20943,882,2013-10-08T23:45:00Z,4956,0,"[116.332726, 39.994614]","[116.344299, 39.986385]",25.9625,59.92,0.0,0 days 00:12:56.121655,2013-10-08 23:57:56.121655+00:00,2013-10-08 23:57:56
20998,887,2013-10-08T10:00:00Z,4957,0,"[116.309586, 39.949722]","[116.303947, 39.936211]",51.23,18.0375,0.0,0 days 00:03:02.729530,2013-10-08 10:03:02.729530+00:00,2013-10-08 10:03:02
21091,892,2013-10-08T12:45:00Z,4957,0,"[116.347786, 40.007572]","[116.33725, 39.992775]",27.6275,18.3475,0.0,0 days 00:08:52.114563,2013-10-08 12:53:52.114563+00:00,2013-10-08 12:53:52
21114,894,2013-10-08T14:30:00Z,4957,0,"[116.355774, 39.95023]","[116.353096, 39.924294]",52.6025,18.0925,0.0,0 days 00:04:19.619465,2013-10-08 14:34:19.619465+00:00,2013-10-08 14:34:19
21139,897,2013-10-08T15:30:00Z,4957,0,"[116.346161, 39.938599]","[116.364243, 39.93705]",42.59,19.415,0.0,0 days 00:03:05.458474,2013-10-08 15:33:05.458474+00:00,2013-10-08 15:33:05
21211,899,2013-10-08T18:45:00Z,4957,0,"[116.352226, 40.008232]","[116.364723, 39.99828]",17.029999999999998,14.73,0.0,0 days 00:10:15.738888,2013-10-08 18:55:15.738888+00:00,2013-10-08 18:55:15
21513,910,2013-10-08T07:30:00Z,4958,0,"[116.44297, 39.972923]","[116.362175, 40.001427]",28.4725,29.47,0.0,0 days 00:13:38.201294,2013-10-08 07:43:38.201294+00:00,2013-10-08 07:43:38
21580,917,2013-10-08T14:00:00Z,4958,0,"[116.480591, 39.98571]","[116.495277, 39.980366]",18.1275,45.6,0.0,0 days 00:21:57.436753,2013-10-08 14:21:57.436753+00:00,2013-10-08 14:21:57
21609,919,2013-10-08T14:45:00Z,4958,0,"[116.424744, 39.975536]","[116.545822, 39.971058]",19.2575,20.637500000000003,0.0,0 days 00:19:54.827270,2013-10-08 15:04:54.827270+00:00,2013-10-08 15:04:54
21683,922,2013-10-08T16:45:00Z,4958,0,"[116.4366, 39.908974]","[116.470695, 39.871277]",41.0125,37.0,0.0,0 days 00:12:11.246452,2013-10-08 16:57:11.246452+00:00,2013-10-08 16:57:11
21696,923,2013-10-08T17:15:00Z,4958,0,"[116.477928, 39.903603]","[116.54718, 39.923576]",26.195,63.325,0.0,0 days 00:00:00,2013-10-08 17:15:00+00:00,2013-10-08 17:15:00
21808,929,2013-10-08T12:00:00Z,4959,0,"[116.365623, 39.97794]","[116.348335, 39.958195]",32.1375,18.795,0.0,0 days 00:06:57.349491,2013-10-08 12:06:57.349491+00:00,2013-10-08 12:06:57
21907,935,2013-10-08T16:00:00Z,4959,0,"[116.374596, 39.99593]","[116.325722, 40.023331]",46.4,59.4,0.0,0 days 00:04:43.593264,2013-10-08 16:04:43.593264+00:00,2013-10-08 16:04:43
22196,951,2013-10-08T10:00:00Z,4961,0,"[116.320953, 39.8792]","[116.461418, 39.878704]",27.4275,34.6875,0.0,0 days 00:26:42.742195,2013-10-08 10:26:42.742195+00:00,2013-10-08 10:26:42
22239,954,2013-10-08T12:15:00Z,4961,0,"[116.351067, 39.87085]","[116.369736, 39.987904]",54.0275,47.8,0.0,0 days 00:18:00.820770,2013-10-08 12:33:00.820770+00:00,2013-10-08 12:33:00
22275,955,2013-10-08T13:15:00Z,4961,0,"[116.339684, 39.884933]","[116.373253, 39.930248]",17.195,29.4675,0.0,0 days 00:16:34.790497,2013-10-08 13:31:34.790497+00:00,2013-10-08 13:31:34
22300,956,2013-10-08T13:45:00Z,4961,0,"[116.372353, 39.942478]","[116.32531, 39.972675]",26.3175,21.0525,0.0,0 days 00:09:56.194096,2013-10-08 13:54:56.194096+00:00,2013-10-08 13:54:56
22504,968,2013-10-08T21:45:00Z,4961,0,"[116.309891, 39.918915]","[116.310356, 39.931728]",53.0575,61.14,0.0,0 days 00:05:29.789915,2013-10-08 21:50:29.789915+00:00,2013-10-08 21:50:29
22668,974,2013-10-08T00:00:00Z,4962,0,"[116.237366, 39.954517]","[116.228767, 39.954636]",35.480000000000004,45.4875,0.0,0 days 00:00:00,2013-10-08 00:00:00+00:00,2013-10-08 00:00:00
23164,987,2013-10-08T21:15:00Z,4962,0,"[116.329346, 39.986176]","[116.297874, 39.991543]",66.33250000000001,47.5525,0.0,0 days 00:03:36.485796,2013-10-08 21:18:36.485796+00:00,2013-10-08 21:18:36
23180,988,2013-10-08T21:30:00Z,4962,0,"[116.305801, 39.980804]","[116.265594, 39.880848]",21.74,23.6175,0.0,0 days 00:27:01.433602,2013-10-08 21:57:01.433602+00:00,2013-10-08 21:57:01
23332,995,2013-10-08T01:15:00Z,4964,0,"[116.311119, 39.882008]","[116.409332, 39.856895]",56.225,64.6925,0.0,0 days 00:10:55.238914,2013-10-08 01:25:55.238914+00:00,2013-10-08 01:25:55
23501,999,2013-10-08T06:15:00Z,4964,0,"[116.39167, 39.856873]","[116.397919, 39.792618]",57.465,11.49,0.0,0 days 00:13:44.659653,2013-10-08 06:28:44.659653+00:00,2013-10-08 06:28:44
23529,1000,2013-10-09T08:45:00Z,254,0,"[116.526031, 39.899391]","[116.44503, 39.857304]",22.395,44.9275,0.0,0 days 00:14:49.010239,2013-10-09 08:59:49.010239+00:00,2013-10-09 08:59:49
23630,1007,2013-10-09T16:00:00Z,254,0,"[116.347565, 39.939137]","[116.379616, 39.957382]",44.6575,32.2075,0.0,0 days 00:13:03.944092,2013-10-09 16:13:03.944092+00:00,2013-10-09 16:13:03
23717,1013,2013-10-09T22:00:00Z,254,0,"[116.363625, 39.987339]","[116.314812, 39.973331]",57.9975,20.2025,0.0,0 days 00:09:55.374527,2013-10-09 22:09:55.374527+00:00,2013-10-09 22:09:55
23727,1014,2013-10-09T22:15:00Z,254,0,"[116.302574, 39.966305]","[116.352043, 39.932888]",26.46,36.9075,0.0,0 days 00:14:45.094414,2013-10-09 22:29:45.094414+00:00,2013-10-09 22:29:45
23738,1015,2013-10-09T22:30:00Z,254,0,"[116.349655, 39.933346]","[116.442642, 39.947769]",17.990000000000002,32.522499999999994,0.0,0 days 00:34:21.600952,2013-10-09 23:04:21.600952+00:00,2013-10-09 23:04:21
23753,1016,2013-10-09T22:45:00Z,254,0,"[116.429802, 39.941235]","[116.338966, 39.938293]",29.01,59.09,0.0,0 days 00:26:21.965218,2013-10-09 23:11:21.965218+00:00,2013-10-09 23:11:21
23780,1019,2013-10-09T16:00:00Z,255,0,"[116.322372, 39.771561]","[116.334251, 39.792637]",37.7875,21.285,0.0,0 days 00:02:59.080124,2013-10-09 16:02:59.080124+00:00,2013-10-09 16:02:59
23801,1021,2013-10-09T18:00:00Z,255,0,"[116.398193, 39.79195]","[116.399315, 39.852951]",11.525,21.2725,0.0,0 days 00:18:52.767792,2013-10-09 18:18:52.767792+00:00,2013-10-09 18:18:52
24504,1058,2013-10-09T14:00:00Z,257,0,"[116.367172, 39.912151]","[116.334312, 39.88583]",16.59,23.375,0.0,0 days 00:26:25.850143,2013-10-09 14:26:25.850143+00:00,2013-10-09 14:26:25
24586,1059,2013-10-09T15:15:00Z,257,0,"[116.315636, 39.882442]","[116.273743, 39.865837]",15.3125,26.5,0.0,0 days 00:19:34.551887,2013-10-09 15:34:34.551887+00:00,2013-10-09 15:34:34
24607,1060,2013-10-09T15:45:00Z,257,0,"[116.281784, 39.869473]","[116.311272, 39.976151]",45.42,22.055,0.0,0 days 00:28:13.667679,2013-10-09 16:13:13.667679+00:00,2013-10-09 16:13:13
24703,1062,2013-10-09T17:30:00Z,257,0,"[116.334076, 39.927658]","[116.349457, 39.944408]",21.18,20.0025,0.0,0 days 00:18:28.119507,2013-10-09 17:48:28.119507+00:00,2013-10-09 17:48:28
25048,1072,2013-10-09T06:00:00Z,258,0,"[116.322823, 39.896755]","[116.418144, 39.901062]",34.6525,26.2825,0.0,0 days 00:20:07.335663,2013-10-09 06:20:07.335663+00:00,2013-10-09 06:20:07
25154,1080,2013-10-09T09:45:00Z,258,0,"[116.34584, 39.897964]","[116.326538, 39.90506]",31.457500000000003,19.0625,0.0,0 days 00:02:37.696981,2013-10-09 09:47:37.696981+00:00,2013-10-09 09:47:37
25162,1081,2013-10-09T10:15:00Z,258,0,"[116.328918, 39.896988]","[116.352638, 39.889286]",41.075,34.53,0.0,0 days 00:02:19.022942,2013-10-09 10:17:19.022942+00:00,2013-10-09 10:17:19
25292,1088,2013-10-09T13:30:00Z,258,0,"[116.478027, 39.918926]","[116.470016, 39.908741]",20.3325,44.2625,0.0,0 days 00:17:27.436066,2013-10-09 13:47:27.436066+00:00,2013-10-09 13:47:27
25298,1089,2013-10-09T13:45:00Z,258,0,"[116.456093, 39.906506]","[116.450394, 39.913525]",18.355,19.62,0.0,0 days 00:12:16.703625,2013-10-09 13:57:16.703625+00:00,2013-10-09 13:57:16
25355,1093,2013-10-09T16:30:00Z,258,0,"[116.356438, 39.914162]","[116.332573, 39.877155]",16.155,26.1025,0.0,0 days 00:05:49.338198,2013-10-09 16:35:49.338198+00:00,2013-10-09 16:35:49
25465,1098,2013-10-09T10:15:00Z,4118,0,"[116.348381, 39.974876]","[116.315598, 39.995312]",18.7725,54.9625,0.0,0 days 00:22:17.386093,2013-10-09 10:37:17.386093+00:00,2013-10-09 10:37:17
25538,1102,2013-10-09T12:45:00Z,4118,0,"[116.342812, 39.976349]","[116.316925, 39.978554]",45.8825,30.535,0.0,0 days 00:06:24.159336,2013-10-09 12:51:24.159336+00:00,2013-10-09 12:51:24
25566,1104,2013-10-09T13:15:00Z,4118,0,"[116.34861, 39.949867]","[116.332947, 39.993061]",13.105,16.955,0.0,0 days 00:19:32.113838,2013-10-09 13:34:32.113838+00:00,2013-10-09 13:34:32
25597,1105,2013-10-09T14:00:00Z,4118,0,"[116.353539, 39.98278]","[116.351898, 39.93248]",39.650000000000006,31.9375,0.0,0 days 00:10:50.139656,2013-10-09 14:10:50.139656+00:00,2013-10-09 14:10:50
25880,1116,2013-10-09T22:00:00Z,4118,0,"[116.341644, 39.897545]","[116.422752, 39.950199]",50.0325,56.04,0.0,0 days 00:13:36.169739,2013-10-09 22:13:36.169739+00:00,2013-10-09 22:13:36
25916,1117,2013-10-09T22:30:00Z,4118,0,"[116.423058, 39.941029]","[116.334694, 39.891964]",23.7475,19.4725,0.0,0 days 00:16:10.500068,2013-10-09 22:46:10.500068+00:00,2013-10-09 22:46:10
26041,1120,2013-10-09T08:45:00Z,4119,0,"[116.45549, 39.950119]","[116.450989, 39.903679]",20.3175,44.795,0.0,0 days 00:14:19.575119,2013-10-09 08:59:19.575119+00:00,2013-10-09 08:59:19
26112,1125,2013-10-09T11:30:00Z,4119,0,"[116.440247, 39.888584]","[116.423149, 39.89735]",17.6625,15.4225,0.0,0 days 00:12:50.563202,2013-10-09 11:42:50.563202+00:00,2013-10-09 11:42:50
26261,1132,2013-10-09T18:45:00Z,4119,0,"[116.356606, 39.919296]","[116.358284, 39.940495]",9.055,10.485,0.0,0 days 00:11:22.650947,2013-10-09 18:56:22.650947+00:00,2013-10-09 18:56:22
26283,1134,2013-10-09T19:30:00Z,4119,0,"[116.387077, 39.994251]","[116.382187, 39.976871]",34.59,27.012500000000003,0.0,0 days 00:09:04.157181,2013-10-09 19:39:04.157181+00:00,2013-10-09 19:39:04
26307,1136,2013-10-09T20:30:00Z,4119,0,"[116.464867, 39.997189]","[116.437309, 39.983627]",24.0575,29.4775,0.0,0 days 00:10:45.657463,2013-10-09 20:40:45.657463+00:00,2013-10-09 20:40:45
26317,1137,2013-10-09T20:45:00Z,4119,0,"[116.426872, 39.977165]","[116.372131, 39.948154]",37.1975,38.7675,0.0,0 days 00:13:52.014885,2013-10-09 20:58:52.014885+00:00,2013-10-09 20:58:52
26367,1140,2013-10-09T22:15:00Z,4119,0,"[116.425125, 39.96302]","[116.503876, 40.004112]",24.405,57.822500000000005,0.0,0 days 00:09:43.598213,2013-10-09 22:24:43.598213+00:00,2013-10-09 22:24:43
26380,1141,2013-10-09T23:15:00Z,4119,0,"[116.518654, 40.020683]","[116.385994, 39.990051]",68.4375,31.095,0.0,0 days 00:13:15.298233,2013-10-09 23:28:15.298233+00:00,2013-10-09 23:28:15
26469,1150,2013-10-09T20:30:00Z,4120,0,"[116.383095, 39.870934]","[116.359688, 39.868221]",57.755,50.945,0.0,0 days 00:11:10.803452,2013-10-09 20:41:10.803452+00:00,2013-10-09 20:41:10
26474,1151,2013-10-09T21:00:00Z,4120,0,"[116.387703, 39.871269]","[116.438705, 39.90836]",51.1,28.887500000000003,0.0,0 days 00:14:05.802727,2013-10-09 21:14:05.802727+00:00,2013-10-09 21:14:05
26496,1154,2013-10-09T22:15:00Z,4120,0,"[116.34819, 39.889294]","[116.394615, 39.857006]",39.775000000000006,47.58,0.0,0 days 00:15:15.781174,2013-10-09 22:30:15.781174+00:00,2013-10-09 22:30:15
26653,1165,2013-10-09T09:15:00Z,4122,0,"[116.502129, 39.915951]","[116.439728, 39.92244]",19.24,19.0525,0.0,0 days 00:10:36.023026,2013-10-09 09:25:36.023026+00:00,2013-10-09 09:25:36
26695,1167,2013-10-09T11:30:00Z,4122,0,"[116.424736, 39.974529]","[116.36985, 39.974266]",10.1825,44.690000000000005,0.0,0 days 00:14:17.273712,2013-10-09 11:44:17.273712+00:00,2013-10-09 11:44:17
26718,1169,2013-10-09T12:00:00Z,4122,0,"[116.327385, 39.957104]","[116.409119, 39.927822]",27.95,29.505,0.0,0 days 00:14:59.560375,2013-10-09 12:14:59.560375+00:00,2013-10-09 12:14:59
26771,1171,2013-10-09T13:30:00Z,4122,0,"[116.424515, 39.980522]","[116.462166, 39.949833]",24.3725,32.935,0.0,0 days 00:08:03.977394,2013-10-09 13:38:03.977394+00:00,2013-10-09 13:38:03
26962,1177,2013-10-09T02:15:00Z,4123,0,"[116.461113, 39.895721]","[116.513847, 39.866375]",59.18,36.345,0.0,0 days 00:11:07.598248,2013-10-09 02:26:07.598248+00:00,2013-10-09 02:26:07
27530,1196,2013-10-09T15:30:00Z,4123,0,"[116.38073, 39.978737]","[116.467819, 39.99815]",48.3875,22.6675,0.0,0 days 00:11:08.438759,2013-10-09 15:41:08.438759+00:00,2013-10-09 15:41:08
27643,1200,2013-10-09T18:00:00Z,4123,0,"[116.465897, 40.01149]","[116.430573, 39.993706]",23.625,30.4175,0.0,0 days 00:11:34.839764,2013-10-09 18:11:34.839764+00:00,2013-10-09 18:11:34
